g_Escherichia-Shigella;g_Akkermansia;f_[Eubacterium] coprostanoligenes group;g_Gemmiger;g_UCG-002;g_Agathobacter;g_Faecalibacterium;o_Clostridia UCG-014;g_Blautia;g_Alistipes;g_Dialister;g_Bacteroides;g_CAG-352;g_Streptococcus;g_Romboutsia;g_Parabacteroides;g_Dorea;g_Catenibacterium;g_Bifidobacterium;g_Collinsella;g_Erysipelotrichaceae UCG-003;f_Ruminococcaceae;g_Anaerobutyricum;g_Lachnospiraceae NK4A136 group;g_Fusicatenibacter;g_Anaerostipes;g_Christensenellaceae R-7 group;g_Monoglobus;g_Coprococcus;g_Clostridium;g_Ruminococcus;g_Mediterraneibacter;g_Intestinibacter;g_Segatella;g_Holdemanella;g_Roseburia;g_Phascolarctobacterium;g_[Eubacterium] ruminantium group;g_Enterococcus;g_[Eubacterium] eligens group;g_NK4A214 group;g_UCG-005;f_Eggerthellaceae;g_[Eubacterium] siraeum group;g_[Ruminococcus] gnavus group;g_Odoribacter;g_Slackia;g_Lachnospira;f_Lachnospiraceae;g_[Ruminococcus] gauvreauii group;g_UCG-003;f_Christensenellaceae;f_Prevotellaceae;g_Enterobacter;g_Ligilactobacillus;g_Weissella;g_[Eubacterium] xylanophilum group;g_Fusobacterium;g_Ruthenibacterium;f_Erysipelotrichaceae;g_Haemophilus;g_Klebsiella;g_Paraprevotella;g_Solobacterium;f_Muribaculaceae;g_Terrisporobacter;g_Enterocloster;g_Acutalibacter;g_Lachnospiraceae UCG-010;g_Lactococcus;g_Limosilactobacillus;g_Desulfovibrio;g_Barnesiella;g_Family XIII AD3011 group;g_Adlercreutzia;g_[Eubacterium] ventriosum group;g_Senegalimassilia;g_CAG-56;g_Veillonella;g_Agathobaculum;g_Lactobacillus;o_RF39;g_Lachnospiraceae ND3007 group;g_Intestinimonas;g_Howardella;g_CAG-873;o_Chloroplast;g_Rikenellaceae RC9 gut group;o_Bacteroidales;g_Tyzzerella;g_Prevotella;g_Lachnospiraceae NK3A20 group;g_Raoultella;g_Catenisphaera;g_Candidatus Saccharimonas;g_Turicibacter;f_Gastranaerophilaceae;g_Megasphaera;g_Bilophila;g_Prevotellaceae UCG-003;g_Megamonas;f_Enterobacteriaceae;g_Sutterella;g_Negativibacillus;f_Tannerellaceae;g_Oscillibacter;g_Faecalimonas;g_Prevotellaceae NK3B31 group;g_HT002;f_Veillonellaceae;g_Zag_111;f_Oscillospiraceae;g_CAG-196;f_Coriobacteriales Incertae Sedis;g_Succinivibrio;g_Parasutterella;f_UCG-010;g_Latilactobacillus;g_Massiliprevotella;g_Thomasclavelia;f_Anaerovoracaceae;o_Rhodospirillales;g_Rothia;g_TM7x;g_Eisenbergiella;o_Izemoplasmatales;o_Lactobacillales;g_Peptococcus;g_Lachnospiraceae UCG-004;g_Pseudomonas;g_Colidextribacter;g_Gemella;g_Butyricimonas;g_Mogibacterium;g_Marvinbryantia;g_Lachnospiraceae UCG-003;g_Erysipelotrichaceae UCG-006;f_Lactobacillaceae;g_Olsenella;g_Coprobacillus;g_Coprobacter;g_Eggerthella;f_Sphingomonadaceae;g_Leyella;g_Mitsuokella;g_Tractidigestivibacter;f_Mitochondria;g_DTU089;g_[Bacteroides] pectinophilus group;g_Lancefieldella;g_Lachnospiraceae FCS020 group;o_Clostridia vadinBB60 group;g_Novosphingobium;g_Flavonifractor;g_Holdemania;g_UCG-009;g_Lacticaseibacillus;g_Family XIII UCG-001;f_Peptococcaceae;g_Anaeroplasma;g_Coriobacteriaceae UCG-003;g_Acidaminococcus;f_p-2534-18B5 gut group;c_Bacteroidia;g_Fenollaria;g_Citrobacter;g_Hungatella;g_Defluviitaleaceae UCG-011;g_[Clostridium] innocuum group;g_Oribacterium;g_Helicobacter;g_Succiniclasticum;c_Clostridia;g_Fournierella;g_Pyramidobacter;g_Lactiplantibacillus;g_Allobaculum;g_Leuconostoc;o_Oscillospirales;g_GCA-900066575;g_Parolsenella;f_Barnesiellaceae;g_Schaalia;g_UC5-1-2E3;g_Extibacter;g_[Eubacterium] brachy group;g_Pseudoprevotella;g_Asaccharobacter;g_Pediococcus;g_Hydrogenoanaerobacterium;g_Hydrotalea;g_Sellimonas;g_Victivallis;g_Chlamydia;g_Oxalobacter;g_Allisonella;g_Gordonibacter;o_DTU014;g_Pygmaiobacter;o_Coriobacteriales;g_Paeniclostridium;f_Fusobacteriaceae;g_Porphyromonas;g_Cutibacterium;o_Burkholderiales;g_Epulopiscium;f_Desulfovibrionaceae;g_Aminicella;g_Staphylococcus;g_Lachnoclostridium;g_Oscillospira;g_Prevotellaceae UCG-001;g_Salmonella;f_vadinBE97;f_Saccharimonadaceae;g_Sphingomonas;g_Elusimicrobium;g_UCG-004;o_Saccharimonadales;f_Selenomonadaceae;g_Christensenella;g_Erysipelotrichaceae UCG-009;g_Abiotrophia;g_Lachnospiraceae NK4B4 group;g_Sarcina;g_Corynebacterium;g_Anaerovibrio;g_Cloacibacillus;g_Methylobacterium;g_Scardovia;g_Treponema;g_Quinella;g_UCG-008;g_Faecalicatena;g_Xylanibacter;f_Bacteroidales RF16 group;g_Parvimonas;g_Frisingicoccus;g_Asteroleplasma;g_Alloscardovia;g_Massiliomicrobiota;g_Hoylesella;g_Ezakiella;g_Shuttleworthia;f_Butyricicoccaceae;g_Candidatus Soleaferrea;g_Butyribacter;g_Brucella;g_U29-B03;f_Atopobiaceae;g_Stenotrophomonas;f_Puniceicoccaceae;p_Bacillota;o_Enterobacterales;g_Cellulosilyticum;g_Anaerotruncus;g_Cardiobacterium;g_Campylobacter;g_Faecalitalea;g_Peptostreptococcus;g_Phocea;g_Ruminiclostridium;g_Gabonibacter;g_Peptoniphilus;c_Alphaproteobacteria;g_Actinomyces;g_Prevotellaceae UCG-004;f_Pasteurellaceae;g_Granulicatella;f_Rikenellaceae;g_Denitrobacterium;g_UCG-007;g_Eubacterium;g_Propionibacterium;g_Lysinibacillus;g_Enteroscipio;g_Hafnia-Obesumbacterium;g_Anaerofilum;g_Faecalicoccus;g_Acetanaerobacterium;g_Mucispirillum;g_Dielma;g_p-1088-a5 gut group;g_Fannyhessea;g_Syntrophococcus;g_Sphingobium;g_Proteus;f_Spirochaetaceae;f_Yersiniaceae;g_CHKCI002;g_dgA-11 gut group;g_Desulfitibacter;f_Micrococcaceae;g_Turicimonas;g_S5-A14a;g_Comamonas;g_Companilactobacillus;f_Victivallaceae;k_Bacteria;g_[Clostridium] methylpentosum group;f_Peptostreptococcaceae;g_Mailhella;g_Fibrobacter;g_Anaerofustis;g_Levilactobacillus;g_Harryflintia;g_Anaeroglobus;o_Peptostreptococcales-Tissierellales;g_Pseudoramibacter;f_Erysipelatoclostridiaceae;g_Negativicoccus;g_Lautropia;g_Cellulosimicrobium;g_GCA-900066755;o_Rickettsiales;g_Pseudoflavonifractor;g_Arcobacter;g_Berryella;g_Atopobium;g_Anaerobiospirillum;g_V9D2013 group;o_Veillonellales-Selenomonadales;g_Cryptobacterium;g_Longibaculum;g_Aeromonas;g_Finegoldia;g_Fructilactobacillus;g_Caproiciproducens;f_Staphylococcaceae;g_Aerococcus;c_Actinobacteria;g_Cetobacterium;c_Bacilli;g_Paludicola;f_Bifidobacteriaceae;g_Criibacterium;g_Phocaeicola;g_Raoultibacter;g_Faecalibaculum;g_Rodentibacter;g_Liquorilactobacillus;NA;c_Gammaproteobacteria;f_Syntrophomonadaceae;f_Sutterellaceae;g_Amedibacillus;g_Rikenella;g_Catenibacillus;g_Mammaliicoccus;g_Lachnoanaerobaculum;g_Dubosiella;f_Actinomycetaceae;g_Lawsonella;f_Microbacteriaceae;g_Enhydrobacter;g_Parascardovia;g_Eikenella;f_Acidaminococcaceae;Eukaryota;g_Acetitomaculum;g_Merdibacter;g_Papillibacter;g_Acinetobacter;g_Facklamia;f_UCG-011;g_Brachyspira;f_Neisseriaceae;g_F0332;g_Phoenicibacter;g_Desulfocucumis;g_[Eubacterium] oxidoreducens group;g_Subdoligranulum;g_Leptotrichia;g_Cloacibacterium;g_Anaerovorax;f_Enterococcaceae;g_Jeotgalicoccus;g_Lachnospiraceae NC2004 group;p_Pseudomonadota;f_Coriobacteriaceae;f_Succinivibrionaceae;o_WCHB1-41;o_Erysipelotrichales;g_Coriobacteriaceae UCG-002;g_Chryseobacterium;g_Hornefia;k_Eukaryota;g_Shouchella;g_Lawsonia;g_Legionella;g_Pseudoleptotrichia;Archaea;p_Actinomycetota;g_Neisseria;g_Fretibacterium;f_Oxalobacteraceae
0;0;246;754;83;330;674;274;1673;2241;0;12870;3463;132;0;245;266;0;23;147;118;241;130;27;437;449;1201;123;768;0;282;680;0;0;290;1849;196;679;0;239;109;53;0;790;58;646;0;0;685;82;0;0;0;0;0;0;99;0;44;0;0;0;0;0;0;0;13;69;52;0;0;0;0;36;0;681;0;1255;9;85;2;0;0;57;0;0;0;0;0;232;0;0;0;0;0;0;0;3;114;0;0;2;0;0;0;36;0;0;0;0;0;35;26;0;0;98;35;0;0;19;32;0;0;0;0;351;0;0;0;0;0;0;704;0;23;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;32;3;0;0;0;0;2;0;0;0;0;0;0;0;0;65;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
137;10;0;65;0;994;571;4;254;38;0;17450;4418;16;929;626;105;0;175;0;88;6;23;0;62;93;0;71;80;29;274;683;0;19;0;666;2242;0;0;0;46;11;0;0;88;0;0;5092;397;0;17;0;0;402;0;2;0;0;0;0;67;0;0;0;0;0;105;43;33;10;0;0;0;0;0;23;0;0;0;93;0;0;132;0;0;0;0;0;0;391;0;0;0;0;0;0;0;0;0;0;0;217;295;0;0;0;0;0;0;0;0;0;0;0;0;915;0;0;0;0;0;0;0;6;0;0;0;0;39;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;74;2071;2832;87;111;5640;322;473;287;1678;315;133;352;2562;54;357;15;1873;53;1243;462;210;61;93;157;146;210;398;27;228;0;0;7340;642;0;0;0;0;19;7;29;47;14;0;0;59;0;211;80;0;0;53;0;800;0;0;0;16;2;7;656;0;0;35;0;23;53;22;0;0;412;35;251;0;139;111;0;12;0;34;0;0;0;0;0;220;75;0;13;0;0;0;0;122;14;0;38;0;21;0;54;0;0;0;5;24;0;39;0;0;19;0;0;26;4;0;0;0;0;0;3;0;26;0;0;0;0;0;0;3;38;0;0;0;0;0;0;0;0;3;0;0;0;0;23;24;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;26;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;18;0;0;0;0;0;0;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
83;1076;567;26;326;5313;5322;169;1990;529;199;1965;0;309;899;258;951;52;185;0;2857;2909;272;327;91;410;123;335;202;744;266;254;0;391;59;279;37;9;0;101;53;105;42;28;26;27;0;64;705;401;27;0;348;0;190;0;26;0;58;10;0;0;6;15;331;0;31;73;41;210;0;0;183;115;89;64;0;26;0;135;237;62;68;0;0;0;0;551;152;0;0;0;0;0;585;71;0;0;0;267;0;0;102;0;0;14;36;0;33;14;5;74;0;10;8;20;13;0;127;9;0;3;10;0;0;0;3;0;0;0;37;14;21;0;0;0;0;2;0;0;7;20;17;0;0;0;0;0;0;0;17;5;0;8;28;0;0;0;13;10;0;0;92;33;0;0;0;0;0;46;70;0;48;0;0;0;48;13;5;0;0;0;0;0;0;0;0;24;0;0;0;0;0;14;0;0;0;0;0;0;0;0;4;25;0;0;24;0;0;0;0;0;0;0;0;0;4;7;0;0;0;0;0;0;20;0;9;0;0;0;43;13;0;14;9;28;4;0;0;0;0;0;0;0;13;0;0;0;29;0;0;0;2;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;7;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9055;0;8616;4954;849;1074;3664;444;1202;194;0;620;518;1425;1102;51;294;419;486;587;12;379;283;101;286;123;189;18;174;596;48;295;297;12;183;121;18;0;0;66;214;60;111;344;0;12;49;0;398;87;0;42;96;0;0;0;16;0;94;4;4;0;0;9;47;394;0;83;0;25;0;0;15;43;42;0;152;17;0;127;35;16;64;108;57;0;41;0;12;0;0;0;0;0;0;112;0;0;0;0;0;23;7;655;0;0;0;0;0;0;0;27;0;10;0;0;122;6;0;11;40;0;15;20;167;0;33;125;0;0;26;14;0;0;12;0;0;0;0;0;0;0;0;0;17;8;0;14;0;30;6;0;0;0;7;0;0;9;52;0;0;4;0;0;0;0;0;0;0;0;0;0;59;8;0;0;0;10;13;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;0;28;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1004;933;1126;197;3248;473;2568;1692;126;1141;2221;2974;12;90;247;1096;79;640;79;0;63;72;20;15;62;50;105;60;884;17;161;415;0;3303;49;261;17;107;0;83;17;131;11;19;46;53;0;13;313;0;0;7;395;0;112;0;35;0;124;13;0;0;544;12;222;0;30;0;48;0;0;29;191;28;0;756;0;17;0;0;78;83;29;4;0;0;9;352;305;0;0;0;0;0;531;39;0;41;14;293;13;18;14;0;7;208;0;14;21;17;0;52;0;8;6;0;4;0;0;16;4;2;0;16;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;4;0;10;12;0;0;19;0;8;0;6;85;14;0;0;0;0;0;32;53;0;9;58;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;31;0;0;0;0;0;0;0;0;13;0;0;28;0;0;0;0;11;0;0;0;0;0;13;0;0;0;0;0;0;0;0;8;0;0;0;46;10;0;0;13;8;0;0;0;0;0;0;0;0;9;0;0;0;20;0;0;3;0;0;0;0;0;0;8;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1310;2934;1155;7452;2690;4248;4028;118;902;6710;1062;2909;0;103;5;197;0;194;118;94;696;25;193;33;35;371;434;182;100;1965;133;85;9;4;348;0;88;0;29;357;112;17;0;14;0;109;0;511;0;54;121;0;0;0;0;67;0;23;0;0;0;0;0;0;16;0;131;0;0;0;0;29;74;0;543;13;18;0;30;0;50;40;26;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;15;0;0;0;0;0;0;2;23;0;0;31;0;7;77;0;0;22;9;0;0;0;0;6;0;16;0;0;5;0;0;0;0;0;0;0;0;0;4;0;6;0;0;0;0;23;0;0;27;17;0;0;0;0;0;8;36;0;0;0;0;0;0;0;0;21;0;0;0;0;26;12;0;0;0;0;22;0;0;0;0;0;23;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2735;33;10586;447;2763;347;1258;1737;408;0;3107;23;0;742;252;5;357;1397;290;347;0;463;128;122;93;9;237;0;224;605;40;35;30;1163;142;135;0;234;0;0;856;385;63;0;0;0;41;19;120;46;19;0;106;0;1644;0;0;5;15;39;0;0;0;185;1519;0;0;50;0;0;0;185;0;0;0;10;82;0;354;0;645;0;62;34;11;0;0;13;0;0;0;2295;0;230;0;0;0;93;34;0;0;53;0;240;0;37;0;15;0;0;0;0;0;0;27;0;7;0;58;0;13;0;17;5;0;0;0;0;0;0;14;0;0;5;11;0;47;12;0;0;0;0;0;22;190;88;0;26;0;0;13;0;0;0;0;0;0;0;0;0;67;31;0;0;5;0;0;44;0;18;0;0;143;0;0;0;0;0;0;0;16;0;0;0;0;6;0;0;0;0;4;0;0;0;0;100;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213;13;2701;1911;294;396;562;206;13718;30;0;677;0;7918;1187;187;1899;0;124;0;333;39;2230;17;368;1557;336;100;278;245;89;382;15;150;0;35;104;41;0;19;120;17;0;8;0;4;0;16;910;364;0;5;95;0;0;0;15;10;34;0;9;0;0;0;16;0;21;62;0;0;0;0;0;307;257;16;398;0;0;10;10;2;73;205;0;0;0;0;0;0;0;0;0;0;0;496;0;0;0;0;8;21;6;28;0;16;70;0;0;0;0;0;0;306;0;22;9;0;0;0;0;0;0;25;0;0;9;0;0;0;22;11;6;11;269;0;0;0;0;0;0;0;18;182;19;0;0;21;0;54;18;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;7;0;0;0;0;2;0;0;0;0;34;0;0;0;0;120;29;0;0;0;42;0;0;10;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;11;0;0;0;37;131;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4999;146;2891;1489;496;452;1105;4038;2694;345;68;508;513;2154;945;92;724;1153;2091;680;271;293;1903;137;178;786;437;56;193;1869;103;287;445;439;169;35;0;42;287;54;91;75;59;73;13;44;54;15;311;172;11;52;159;0;393;31;14;7;23;0;4;105;11;77;112;90;0;37;6;44;1413;20;16;97;46;94;178;0;0;22;459;39;0;63;10;0;25;0;0;5;0;0;0;8;11;78;15;0;0;0;0;25;0;122;0;0;22;0;36;0;0;12;0;10;0;0;102;29;0;0;36;0;16;26;38;0;17;19;0;0;0;12;14;3;66;0;40;544;0;4;0;0;60;32;0;0;7;7;0;18;46;0;0;0;0;0;103;0;9;0;0;0;3;0;14;0;0;0;0;0;0;0;26;0;0;0;0;0;2;0;0;0;67;0;0;4;9;0;0;0;19;0;0;0;0;0;0;0;0;0;12;0;7;0;0;0;0;0;45;0;0;0;0;0;27;0;0;0;17;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;6497;260;2891;0;169;1075;3343;5202;132;6796;1084;0;1669;137;146;1760;887;0;1218;71;114;1199;683;33;1856;356;103;203;121;571;168;39;194;0;0;0;228;0;10;270;134;0;0;0;0;0;0;411;1148;0;5;0;0;0;0;31;0;6;6;0;0;0;5;0;0;0;25;122;0;0;3;13;0;0;57;58;0;0;59;18;213;30;18;0;0;4;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;11;65;0;22;43;0;0;0;0;12;0;0;0;0;15;0;0;0;233;11;0;23;0;91;30;357;0;0;21;38;0;0;70;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;52;0;0;0;0;0;28;0;6;0;0;0;0;0;33;0;0;0;0;0;4;0;11;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;6;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;22;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;6070;230;3903;458;70;623;5202;6749;1033;49;1029;60;1328;0;22;729;0;0;686;972;929;2688;88;0;2292;221;129;0;0;110;0;0;9;0;459;0;232;0;118;85;269;0;1785;53;20;0;75;1719;0;10;40;0;0;0;0;227;0;0;0;0;0;76;0;0;0;28;52;29;0;0;68;79;45;0;23;0;177;0;147;6;216;110;26;0;0;8;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;31;0;0;0;20;0;0;0;0;100;22;91;0;0;123;3;0;259;14;0;12;8;0;21;0;0;0;0;9;0;15;0;62;0;0;0;0;0;0;27;0;0;0;0;0;26;54;0;32;9;0;0;0;0;0;8;63;0;0;0;0;7;0;0;0;0;0;0;0;0;85;0;0;0;0;3;0;10;0;30;0;8;143;0;0;12;0;0;0;0;0;0;0;0;35;0;167;0;0;0;4;0;0;0;9;0;0;0;0;0;0;0;11;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;11;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
