g_Escherichia-Shigella;g_Akkermansia;f_[Eubacterium] coprostanoligenes group;g_Gemmiger;g_UCG-002;g_Agathobacter;g_Faecalibacterium;o_Clostridia UCG-014;g_Blautia;g_Alistipes;g_Dialister;g_Bacteroides;g_CAG-352;g_Streptococcus;g_Romboutsia;g_Parabacteroides;g_Dorea;g_Catenibacterium;g_Bifidobacterium;g_Collinsella;g_Erysipelotrichaceae UCG-003;f_Ruminococcaceae;g_Anaerobutyricum;g_Lachnospiraceae NK4A136 group;g_Fusicatenibacter;g_Anaerostipes;g_Christensenellaceae R-7 group;g_Monoglobus;g_Coprococcus;g_Clostridium;g_Ruminococcus;g_Mediterraneibacter;g_Intestinibacter;g_Segatella;g_Holdemanella;g_Roseburia;g_Phascolarctobacterium;g_[Eubacterium] ruminantium group;g_Enterococcus;g_[Eubacterium] eligens group;g_NK4A214 group;g_UCG-005;f_Eggerthellaceae;g_[Eubacterium] siraeum group;g_[Ruminococcus] gnavus group;g_Odoribacter;g_Slackia;g_Lachnospira;f_Lachnospiraceae;g_[Ruminococcus] gauvreauii group;g_UCG-003;f_Christensenellaceae;f_Prevotellaceae;g_Enterobacter;g_Ligilactobacillus;g_Weissella;g_[Eubacterium] xylanophilum group;g_Fusobacterium;g_Ruthenibacterium;f_Erysipelotrichaceae;g_Haemophilus;g_Klebsiella;g_Paraprevotella;g_Solobacterium;f_Muribaculaceae;g_Terrisporobacter;g_Enterocloster;g_Acutalibacter;g_Lachnospiraceae UCG-010;g_Lactococcus;g_Limosilactobacillus;g_Desulfovibrio;g_Barnesiella;g_Family XIII AD3011 group;g_Adlercreutzia;g_[Eubacterium] ventriosum group;g_Senegalimassilia;g_CAG-56;g_Veillonella;g_Agathobaculum;g_Lactobacillus;o_RF39;g_Lachnospiraceae ND3007 group;g_Intestinimonas;g_Howardella;g_CAG-873;o_Chloroplast;g_Rikenellaceae RC9 gut group;o_Bacteroidales;g_Tyzzerella;g_Prevotella;g_Lachnospiraceae NK3A20 group;g_Raoultella;g_Catenisphaera;g_Candidatus Saccharimonas;g_Turicibacter;f_Gastranaerophilaceae;g_Megasphaera;g_Bilophila;g_Prevotellaceae UCG-003;g_Megamonas;f_Enterobacteriaceae;g_Sutterella;g_Negativibacillus;f_Tannerellaceae;g_Oscillibacter;g_Faecalimonas;g_Prevotellaceae NK3B31 group;g_HT002;f_Veillonellaceae;g_Zag_111;f_Oscillospiraceae;g_CAG-196;f_Coriobacteriales Incertae Sedis;g_Succinivibrio;g_Parasutterella;f_UCG-010;g_Latilactobacillus;g_Massiliprevotella;g_Thomasclavelia;f_Anaerovoracaceae;o_Rhodospirillales;g_Rothia;g_TM7x;g_Eisenbergiella;o_Izemoplasmatales;o_Lactobacillales;g_Peptococcus;g_Lachnospiraceae UCG-004;g_Pseudomonas;g_Colidextribacter;g_Gemella;g_Butyricimonas;g_Mogibacterium;g_Marvinbryantia;g_Lachnospiraceae UCG-003;g_Erysipelotrichaceae UCG-006;f_Lactobacillaceae;g_Olsenella;g_Coprobacillus;g_Coprobacter;g_Eggerthella;f_Sphingomonadaceae;g_Leyella;g_Mitsuokella;g_Tractidigestivibacter;f_Mitochondria;g_DTU089;g_[Bacteroides] pectinophilus group;g_Lancefieldella;g_Lachnospiraceae FCS020 group;o_Clostridia vadinBB60 group;g_Novosphingobium;g_Flavonifractor;g_Holdemania;g_UCG-009;g_Lacticaseibacillus;g_Family XIII UCG-001;f_Peptococcaceae;g_Anaeroplasma;g_Coriobacteriaceae UCG-003;g_Acidaminococcus;f_p-2534-18B5 gut group;c_Bacteroidia;g_Fenollaria;g_Citrobacter;g_Hungatella;g_Defluviitaleaceae UCG-011;g_[Clostridium] innocuum group;g_Oribacterium;g_Helicobacter;g_Succiniclasticum;c_Clostridia;g_Fournierella;g_Pyramidobacter;g_Lactiplantibacillus;g_Allobaculum;g_Leuconostoc;o_Oscillospirales;g_GCA-900066575;g_Parolsenella;f_Barnesiellaceae;g_Schaalia;g_UC5-1-2E3;g_Extibacter;g_[Eubacterium] brachy group;g_Pseudoprevotella;g_Asaccharobacter;g_Pediococcus;g_Hydrogenoanaerobacterium;g_Hydrotalea;g_Sellimonas;g_Victivallis;g_Chlamydia;g_Oxalobacter;g_Allisonella;g_Gordonibacter;o_DTU014;g_Pygmaiobacter;o_Coriobacteriales;g_Paeniclostridium;f_Fusobacteriaceae;g_Porphyromonas;g_Cutibacterium;o_Burkholderiales;g_Epulopiscium;f_Desulfovibrionaceae;g_Aminicella;g_Staphylococcus;g_Lachnoclostridium;g_Oscillospira;g_Prevotellaceae UCG-001;g_Salmonella;f_vadinBE97;f_Saccharimonadaceae;g_Sphingomonas;g_Elusimicrobium;g_UCG-004;o_Saccharimonadales;f_Selenomonadaceae;g_Christensenella;g_Erysipelotrichaceae UCG-009;g_Abiotrophia;g_Lachnospiraceae NK4B4 group;g_Sarcina;g_Corynebacterium;g_Anaerovibrio;g_Cloacibacillus;g_Methylobacterium;g_Scardovia;g_Treponema;g_Quinella;g_UCG-008;g_Faecalicatena;g_Xylanibacter;f_Bacteroidales RF16 group;g_Parvimonas;g_Frisingicoccus;g_Asteroleplasma;g_Alloscardovia;g_Massiliomicrobiota;g_Hoylesella;g_Ezakiella;g_Shuttleworthia;f_Butyricicoccaceae;g_Candidatus Soleaferrea;g_Butyribacter;g_Brucella;g_U29-B03;f_Atopobiaceae;g_Stenotrophomonas;f_Puniceicoccaceae;p_Bacillota;o_Enterobacterales;g_Cellulosilyticum;g_Anaerotruncus;g_Cardiobacterium;g_Campylobacter;g_Faecalitalea;g_Peptostreptococcus;g_Phocea;g_Ruminiclostridium;g_Gabonibacter;g_Peptoniphilus;c_Alphaproteobacteria;g_Actinomyces;g_Prevotellaceae UCG-004;f_Pasteurellaceae;g_Granulicatella;f_Rikenellaceae;g_Denitrobacterium;g_UCG-007;g_Eubacterium;g_Propionibacterium;g_Lysinibacillus;g_Enteroscipio;g_Hafnia-Obesumbacterium;g_Anaerofilum;g_Faecalicoccus;g_Acetanaerobacterium;g_Mucispirillum;g_Dielma;g_p-1088-a5 gut group;g_Fannyhessea;g_Syntrophococcus;g_Sphingobium;g_Proteus;f_Spirochaetaceae;f_Yersiniaceae;g_CHKCI002;g_dgA-11 gut group;g_Desulfitibacter;f_Micrococcaceae;g_Turicimonas;g_S5-A14a;g_Comamonas;g_Companilactobacillus;f_Victivallaceae;k_Bacteria;g_[Clostridium] methylpentosum group;f_Peptostreptococcaceae;g_Mailhella;g_Fibrobacter;g_Anaerofustis;g_Levilactobacillus;g_Harryflintia;g_Anaeroglobus;o_Peptostreptococcales-Tissierellales;g_Pseudoramibacter;f_Erysipelatoclostridiaceae;g_Negativicoccus;g_Lautropia;g_Cellulosimicrobium;g_GCA-900066755;o_Rickettsiales;g_Pseudoflavonifractor;g_Arcobacter;g_Berryella;g_Atopobium;g_Anaerobiospirillum;g_V9D2013 group;o_Veillonellales-Selenomonadales;g_Cryptobacterium;g_Longibaculum;g_Aeromonas;g_Finegoldia;g_Fructilactobacillus;g_Caproiciproducens;f_Staphylococcaceae;g_Aerococcus;c_Actinobacteria;g_Cetobacterium;c_Bacilli;g_Paludicola;f_Bifidobacteriaceae;g_Criibacterium;g_Phocaeicola;g_Raoultibacter;g_Faecalibaculum;g_Rodentibacter;g_Liquorilactobacillus;NA;c_Gammaproteobacteria;f_Syntrophomonadaceae;f_Sutterellaceae;g_Amedibacillus;g_Rikenella;g_Catenibacillus;g_Mammaliicoccus;g_Lachnoanaerobaculum;g_Dubosiella;f_Actinomycetaceae;g_Lawsonella;f_Microbacteriaceae;g_Enhydrobacter;g_Parascardovia;g_Eikenella;f_Acidaminococcaceae;Eukaryota;g_Acetitomaculum;g_Merdibacter;g_Papillibacter;g_Acinetobacter;g_Facklamia;f_UCG-011;g_Brachyspira;f_Neisseriaceae;g_F0332;g_Phoenicibacter;g_Desulfocucumis;g_[Eubacterium] oxidoreducens group;g_Subdoligranulum;g_Leptotrichia;g_Cloacibacterium;g_Anaerovorax;f_Enterococcaceae;g_Jeotgalicoccus;g_Lachnospiraceae NC2004 group;p_Pseudomonadota;f_Coriobacteriaceae;f_Succinivibrionaceae;o_WCHB1-41;o_Erysipelotrichales;g_Coriobacteriaceae UCG-002;g_Chryseobacterium;g_Hornefia;k_Eukaryota;g_Shouchella;g_Lawsonia;g_Legionella;g_Pseudoleptotrichia;Archaea;p_Actinomycetota;g_Neisseria;g_Fretibacterium;f_Oxalobacteraceae
1707;1626;618;2576;262;4435;2232;906;1357;899;1693;6777;0;431;451;386;373;0;469;44;349;124;833;641;514;308;3146;248;520;3535;390;163;194;0;81;643;53;0;0;56;0;6;0;90;0;226;0;38;371;90;24;0;0;0;0;0;0;0;41;0;18;0;133;7;2;868;29;21;0;0;0;0;539;16;0;59;0;89;131;206;3;0;0;14;18;0;5;0;0;648;0;0;0;0;0;67;0;0;0;0;0;0;0;0;0;20;35;0;0;0;0;49;0;64;0;0;4;0;0;8;15;0;11;10;56;0;0;0;0;0;0;0;51;0;0;747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;41;0;0;0;0;0;0;0;4;0;0;0;13;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;16;0;0;0;0;12;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
120;88;263;804;324;0;6959;417;918;199;8;413;0;1953;0;85;759;242;477;0;44;597;241;94;58;66;573;29;270;64;41;31;85;860;32;783;3141;0;10;2862;178;264;0;17;0;32;27;0;153;220;0;53;10;5210;1436;1761;0;0;0;14;343;15;30;0;14;0;790;26;0;22;231;148;47;28;0;0;268;0;1927;0;14;36;27;15;13;0;97;4;15;0;0;0;971;0;0;3;0;106;153;0;0;1995;48;15;16;0;26;0;0;0;0;0;0;7;0;7;8;241;0;0;0;0;11;0;0;12;0;3;0;0;42;0;25;0;0;0;145;17;0;0;0;0;7;15;0;15;15;0;69;0;0;171;0;0;9;0;112;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;43;8;0;0;0;10;0;0;12;0;0;0;0;0;0;0;0;0;6;0;11;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;57;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;385;921;109;800;189;986;201;242;2545;260;3486;1336;312;0;1179;40;48;20;15;0;33;26;580;18;45;125;61;115;0;896;26;0;5050;43;67;1064;29;0;0;143;2475;0;0;0;589;0;36;1369;0;146;78;0;0;0;11;0;0;0;0;885;0;64;10;1740;0;48;0;86;0;69;98;103;13;0;0;17;19;180;0;36;0;26;0;0;0;93;0;0;3;0;0;0;0;0;0;69;0;7;0;0;0;207;0;0;22;7;0;0;0;605;0;0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0;0;59;12;592;0;0;0;0;11;0;0;9;0;0;966;0;0;0;0;0;0;0;9;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
383;18;1284;516;942;557;2927;1228;1018;291;422;2562;4064;0;110;240;443;0;6;31;982;1232;261;71;35;162;876;175;494;137;94;208;45;1221;12;38;0;863;0;687;128;559;161;1032;0;51;0;138;1346;42;28;75;560;0;40;0;50;0;10;57;0;0;48;4;163;0;20;19;41;0;0;193;8;93;148;45;68;0;0;43;32;929;162;33;62;0;0;1892;44;0;0;0;0;120;81;0;142;0;52;27;0;0;132;36;207;13;16;0;10;0;6;0;0;10;0;0;399;0;0;0;43;81;0;0;0;7;2;0;34;0;42;0;34;41;27;28;28;0;0;16;0;0;3;137;0;34;0;0;0;0;7;107;0;11;0;111;0;10;34;47;0;0;19;0;0;0;0;0;0;0;0;0;41;18;0;0;7;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;6;0;0;0;0;2;0;16;0;0;0;0;0;0;0;0;72;0;0;2;0;3;0;0;0;0;0;0;0;0;0;3;0;2;6;0;0;0;0;2;0;8;0;0;0;0;0;3;11;0;0;0;18;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
328;2490;2748;1228;4895;3052;2191;1267;1075;4150;0;2334;567;3383;52;433;301;0;2653;630;304;1336;294;275;182;294;599;457;588;41;114;217;12;60;0;12;99;11;0;128;29;176;21;273;0;43;145;88;1035;50;16;132;0;0;8;0;67;0;201;0;11;28;0;0;86;0;15;64;10;0;0;0;342;89;43;76;125;30;65;0;5;41;182;0;0;0;0;0;0;13;0;0;0;0;0;7;0;0;10;0;0;0;54;9;0;23;30;0;0;0;0;40;33;31;0;0;92;0;0;115;3;84;30;0;65;0;24;0;32;0;30;5;35;0;12;0;0;0;0;32;34;0;8;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;0;13;0;0;0;37;10;0;0;0;0;0;0;0;0;135;66;29;0;0;0;0;0;5;0;0;0;8;0;0;6;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;314;763;169;1333;556;403;123;31;186;312;879;770;656;295;424;0;0;0;0;0;361;0;872;0;1269;514;59;16;29;77;0;0;10066;0;30;0;31;0;570;22;105;0;108;0;167;0;83;2835;0;279;0;4271;0;0;0;159;0;0;0;806;62;33;0;250;0;19;0;110;0;0;79;0;19;0;0;0;0;0;19;0;219;0;15;0;0;0;450;0;0;0;0;0;0;0;0;2041;0;0;275;0;0;0;0;36;15;0;291;0;0;0;0;0;0;0;257;449;0;403;0;8;0;11;0;0;0;11;0;72;0;0;0;50;0;0;0;0;0;0;0;0;0;0;951;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;42;0;0;0;0;0;0;0;21;0;0;0;0;187;0;0;0;0;0;7;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;9;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;101;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;9528;1180;561;772;3551;1441;243;1015;948;0;870;0;1740;0;56;608;1289;29;908;0;2208;129;1474;92;364;130;717;366;25;3374;425;0;0;469;668;0;0;0;0;294;337;0;284;0;0;132;131;1652;23;0;109;0;0;0;62;404;9;42;0;0;0;0;8;6;0;47;73;533;21;0;0;0;39;39;121;0;264;38;87;2;0;179;118;99;0;0;0;0;378;0;0;0;0;0;0;0;0;0;0;0;35;0;24;0;26;34;0;0;0;0;4;0;33;0;0;19;0;0;41;30;4;70;0;20;0;26;0;0;0;0;13;6;0;16;0;0;0;0;0;17;0;0;0;0;0;0;0;0;19;6;0;0;0;18;0;0;72;21;0;0;0;0;0;0;0;0;0;0;11;0;260;20;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8922;36;735;1080;696;1081;4841;1097;516;252;96;746;0;1406;271;101;605;9;1435;0;311;1661;116;160;319;96;284;619;855;33;82;425;190;1010;16;165;6;114;0;64;34;79;0;0;0;50;170;0;495;112;56;2;127;0;1768;29;114;0;9;0;5;0;14;0;74;0;16;43;0;238;100;0;0;99;0;164;0;41;0;53;40;217;58;31;0;0;0;108;2;0;0;0;0;0;152;15;0;225;5;59;0;0;17;0;0;0;16;0;10;0;3;20;0;62;0;0;21;0;0;0;14;0;12;8;0;0;15;0;17;0;0;0;17;0;0;0;0;4;24;0;0;0;0;0;0;57;0;0;0;0;17;0;0;0;8;0;0;7;5;0;0;0;21;0;0;0;0;0;0;9;19;0;5;0;0;0;4;0;0;0;0;0;25;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;6;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;5;0;0;0;0;7;0;0;0;0;3;0;0;0;5;0;0;0;5;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221;3427;1187;603;198;15;3505;256;272;5744;614;5359;83;90;0;1612;143;0;0;0;41;1014;34;276;7;303;702;215;150;0;263;33;0;622;0;71;0;1312;0;1287;108;140;689;0;0;215;0;112;853;36;0;907;0;0;2;0;184;0;51;32;0;0;0;0;0;0;27;131;111;4;0;0;1315;151;0;7;0;0;0;58;4;94;6;33;0;0;0;0;0;19;0;0;0;0;0;0;0;0;121;0;0;0;33;84;0;26;0;0;0;0;0;72;11;0;0;0;294;0;0;0;0;16;0;5;0;179;0;0;0;0;0;0;67;0;16;0;0;0;0;0;66;11;0;94;0;0;0;2;0;0;0;17;0;0;12;0;0;88;9;0;0;0;0;2;0;0;9;13;0;0;0;0;77;0;0;0;0;0;21;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;0;3985;790;1369;2258;4480;865;640;2322;27;2863;2105;263;656;1359;287;0;3;0;280;188;38;1350;124;66;758;127;1422;0;192;285;0;1871;277;713;221;99;0;39;71;185;0;262;0;177;27;45;2082;39;69;52;671;0;0;0;71;0;11;0;0;0;170;61;711;0;425;86;140;15;0;263;518;44;0;0;0;34;12;24;0;97;51;16;10;0;0;0;86;0;0;0;0;0;4;0;0;0;0;0;0;0;56;333;0;16;0;142;0;0;0;31;0;0;0;6;119;0;0;0;0;7;0;0;0;0;10;12;18;0;0;11;71;5;29;0;0;0;0;0;67;0;0;0;0;0;0;12;0;4;19;0;0;0;0;3;0;150;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
230;0;2927;13417;291;586;5071;2;218;1208;38;8291;29;38;399;2143;171;3;158;85;256;659;79;353;34;35;125;84;70;549;501;0;1115;0;0;519;0;12;9;27;136;214;0;0;0;37;0;126;1184;0;24;21;0;0;0;0;49;0;0;0;4;0;0;0;0;103;21;122;0;435;5;27;751;25;0;301;0;0;17;514;88;0;4;0;0;0;3;0;0;16;737;0;0;0;0;40;0;0;0;0;0;110;2;0;0;30;0;0;0;0;0;47;0;115;0;18;28;0;0;0;23;0;0;6;0;0;0;0;0;0;12;7;34;0;0;0;0;0;0;0;0;0;3;0;0;133;0;88;0;0;0;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;6;0;0;8;0;0;0;0;0;0;0;17;0;0;0;0;34;0;0;0;39;0;0;7;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3215;8280;4835;1248;212;146;645;297;1026;726;395;9987;0;134;14;901;262;0;676;656;21;476;258;180;24;8;211;28;56;132;18;202;0;439;279;187;0;44;0;13;156;624;0;0;0;50;101;0;373;22;32;75;4;0;625;15;0;5;72;0;0;469;11;0;36;0;20;78;0;0;0;25;0;39;68;10;190;0;63;48;0;12;0;67;149;0;0;0;369;0;9;0;0;0;0;0;0;61;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;67;270;0;8;0;0;0;0;0;19;15;75;0;0;80;0;0;0;22;337;0;0;0;0;2;0;0;23;0;0;0;114;0;0;100;0;4;0;0;0;19;3;0;0;0;0;0;251;0;0;0;6;0;196;3;0;9;0;0;21;0;0;164;0;0;0;0;0;0;34;0;0;347;0;0;0;0;0;21;0;0;153;21;0;0;0;0;0;0;10;0;0;0;5;0;0;0;0;77;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
