g_Escherichia/Shigella;g_Akkermansia;f_Oscillospiraceae;g_Vescimonas;g_Agathobacter;g_Faecalibacterium;o_Eubacteriales;g_Blautia;g_Alistipes;g_Gemmiger;g_Dialister;g_Phocaeicola;g_Ruminococcoides;g_Streptococcus;g_Romboutsia;g_Bacteroides;g_Parabacteroides;g_Dorea;g_Catenibacterium;g_Bifidobacterium;g_Collinsella;g_Faecalibacillus;g_Anaerobutyricum;p_Bacillota;f_Lachnospiraceae;g_Fusicatenibacter;g_Anaerostipes;g_Coprococcus;g_Clostridium_sensu_stricto;g_Hominimerdicola;g_Mediterraneibacter;f_Peptostreptococcaceae;g_Segatella;g_Holdemanella;g_Roseburia;g_Phascolarctobacterium;g_Enterococcus;g_Lachnospira;f_Christensenellaceae;k_Bacteria;g_Solibaculum;g_Gallintestinimicrobium;f_Eggerthellaceae;c_Clostridia;g_Odoribacter;g_Slackia;g_Oscillibacter;f_Prevotellaceae;g_Prevotellamassilia;g_Enterobacter;g_Ligilactobacillus;g_Butyrivibrio;g_Weissella;g_Fusobacterium;g_Ruthenibacterium;f_Erysipelotrichaceae;g_Haemophilus;g_Klebsiella;g_Paraprevotella;f_Muribaculaceae;g_Neglecta;g_Anaerotignum;g_Lactococcus;g_Limosilactobacillus;f_Desulfovibrionaceae;g_Barnesiella;g_Lentihominibacter;g_Ellagibacter;g_Senegalimassilia;g_Veillonella;g_Agathobaculum;g_Lactobacillus;g_Anthropogastromicrobium;g_Howardella;g_Paramuribaculum;f_Streptophyta;o_Bacteroidales;p_Bacteroidota;f_Enterobacteriaceae;p_Candidatus_Saccharibacteria;g_Turicibacter;g_Megasphaera;g_Bilophila;g_Megamonas;g_Sutterella;o_Negativibacillus;g_Desulfovibrio;g_Muribaculum;g_Leyella;g_Xylanibacter;g_Enterocloster;c_Coriobacteriia;g_Duncaniella;f_Eubacteriales_incertae_sedis_XIII;g_Succinivibrio;g_Parasutterella;g_Jutongia;g_Latilactobacillus;g_Massiliprevotella;g_Thomasclavelia;g_Ruminococcus;c_Alphaproteobacteria;g_Rothia;g_Eisenbergiella;g_Huintestinicola;g_Granulicatella;g_Peptococcus;g_Pseudomonas;g_Gemella;g_Butyricimonas;g_Mogibacterium;g_Monoglobus;g_Olsenella;g_Coprobacillus;g_Coprobacter;g_Eggerthella;g_Sphingomonas;f_Bacteroidaceae;g_Muricoprocola;g_Mitsuokella;g_Paratractidigestivibacter;g_Hallella;g_Zea;g_Ructibacterium;g_Anaeromassilibacillus;g_Tractidigestivibacter;f_Acidaminococcaceae;g_Lancefieldella;g_Novosphingobium;g_Flavonifractor;g_Holdemania;g_Lacticaseibacillus;g_Terrisporobacter;c_Mollicutes;f_Atopobiaceae;g_Acidaminococcus;g_Raoultibacter;g_Fenollaria;g_Colidextribacter;g_Hungatella;g_Mesosutterella;g_Helicobacter;g_Luoshenia;g_Duodenibacillus;g_Pyramidobacter;g_Lawsonibacter;g_Dysosmobacter;g_Lactiplantibacillus;f_Clostridiaceae_1;g_Allobaculum;g_Leuconostoc;g_Stecheria;g_Laedolimicola;g_Parolsenella;g_Pararoseburia;g_Schaalia;g_Gallibacter;g_Adlercreutzia;g_Pediococcus;g_Mediterranea;g_Flintibacter;g_Hydrotalea;g_Sellimonas;g_Victivallis;g_Chlamydia;g_Oxalobacter;g_Allisonella;g_Oribacterium;g_Suilimivivens;g_Gordonibacter;g_Butyribacter;g_Intestinimonas;f_Oxalobacteraceae;g_Thermophilibacter;g_Paeniclostridium;f_Fusobacteriaceae;g_Porphyromonas;g_Cutibacterium;g_Sodaliphilus;g_Zhenhengia;g_Kluyvera;g_Staphylococcus;g_Fumia;g_Marseilla;g_Guopingia;o_Rhodospirillales;f_Porphyromonadaceae;g_Mailhella;g_Elusimicrobium;p_Pseudomonadota;f_Sutterellaceae;g_Prevotella;g_Christensenella;g_Abiotrophia;g_Sarcina;g_Corynebacterium;g_Anaerovibrio;g_Absicoccus;g_Solobacterium;g_Cloacibacillus;g_Merdimonas;g_Methylobacterium;g_Scardovia;g_Treponema;g_Butyricicoccus;g_Faecalicatena;g_Parvimonas;g_Frisingicoccus;g_Alloscardovia;g_Massilimicrobiota;g_Hoylesella;g_Faecalitalea;g_Ezakiella;g_Citrobacter;g_Youxingia;o_Enterobacterales;g_Brucella;g_Beduinibacterium;g_Baileyella;g_Stenotrophomonas;g_Anaeroplasma;f_Puniceicoccaceae;g_Cellulosilyticum;g_Anaerotruncus;g_Cardiobacterium;g_Campylobacter;g_Pseudoflavonifractor;f_Rikenellaceae;g_Ligaoa;g_Peptostreptococcus;g_Gabonibacter;g_Peptoniphilus;g_Actinomyces;f_Treponemataceae;g_Hydrogeniiclostridium;g_Gallalistipes;f_Pasteurellaceae;o_Spirochaetales;g_Asteroleplasma;o_Erysipelotrichales;g_Eubacterium;g_Propionibacterium;g_Lysinibacillus;g_Enteroscipio;g_Hafnia;g_Anaerofilum;g_Faecalicoccus;g_Mucispirillum;g_Dielma;c_Planctomycetia;g_Fannyhessea;g_Bilifractor;g_Sphingobium;g_Proteus;f_Yersiniaceae;g_Rubneribacter;g_Zongyangia;f_Micrococcaceae;g_Comamonas;g_Companilactobacillus;g_Fibrobacter;g_Levilactobacillus;g_Turicimonas;f_Veillonellaceae;g_Harryflintia;g_Anaeroglobus;g_Pseudoramibacter;g_Lautropia;g_Cellulosimicrobium;g_Diplocloster;g_Arcobacter;g_Atopobium;f_Barnesiellaceae;g_Anaerobiospirillum;c_Negativicutes;g_Cryptobacterium;g_Anaerofustis;g_Ihubacter;g_Aeromonas;o_Lactobacillales;g_Serratia;g_Finegoldia;g_Fructilactobacillus;g_Mammaliicoccus;g_Aerococcus;g_Metaprevotella;g_Longibaculum;c_Actinobacteria;g_Cetobacterium;f_Bifidobacteriaceae;g_Criibacterium;g_Gehongia;g_Faecalibaculum;g_Longicatena;g_Rodentibacter;g_Liquorilactobacillus;Bacteria;f_Syntrophomonadaceae;g_Amedibacillus;g_Pseudescherichia;g_Catenibacillus;g_Lachnoanaerobaculum;o_Burkholderiales;g_Traorella;g_Lawsonella;g_Gulosibacter;g_Moraxella;g_Waltera;c_Opitutia;f_Lactobacillaceae;g_Massiliimalia;g_Parascardovia;g_Eikenella;f_Fibrobacteraceae;NA;f_Bacillariophyta;g_Acinetobacter;g_Facklamia;g_Brachyspira;g_Neisseria;g_Desulfocucumis;g_Negativicoccus;g_Leptotrichia;f_Actinomycetaceae;c_Bacilli;g_Cloacibacterium;g_Jeotgalicoccus;g_Subdoligranulum;f_Streptococcaceae;f_Helicobacteraceae;g_Chryseobacterium;g_Shouchella;g_Lawsonia;g_Legionella;f_Comamonadaceae;g_Methanobrevibacter;f_Selenomonadaceae;c_Betaproteobacteria;f_Coriobacteriaceae;g_Intestinibacter;g_Fretibacterium
83;1076;1278;263;5151;5327;113;1990;529;26;213;659;2844;309;899;1188;258;977;52;185;0;2857;272;234;1138;91;410;174;744;200;441;10;364;59;279;37;0;165;8;116;98;555;42;13;27;0;27;274;108;0;190;0;0;0;58;30;0;0;6;196;53;41;210;33;0;183;115;89;0;0;135;237;68;0;7;0;840;426;0;585;71;0;0;0;21;0;0;0;0;9;0;10;11;3;8;20;0;0;127;9;0;0;10;0;8;0;0;0;14;21;0;0;0;0;7;20;17;118;0;0;0;0;0;0;0;0;0;0;0;8;28;0;0;0;0;0;0;0;0;0;0;70;8;81;0;0;14;0;0;37;13;0;0;0;0;0;0;24;0;0;19;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;24;4;0;0;0;0;0;20;0;9;0;0;0;0;0;0;26;13;14;4;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;6;0;12;0;0;0;0;0;0;0;10;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9055;0;13239;796;1074;3664;618;1202;194;834;0;224;590;1425;1102;253;51;294;419;486;587;12;283;352;445;286;123;116;596;29;295;691;12;183;121;18;0;66;42;105;360;225;111;75;12;49;0;96;0;23;0;0;0;0;94;0;4;0;0;0;83;0;25;0;0;15;43;42;152;0;127;35;64;57;0;41;59;0;0;48;112;0;0;0;7;655;0;0;0;0;0;10;0;40;0;0;13;6;0;11;19;0;15;167;0;33;125;0;14;0;0;0;0;0;0;0;0;143;12;17;0;0;0;0;14;8;0;30;0;0;7;0;0;0;0;4;0;0;26;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;0;0;0;0;123;30;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1004;933;1327;3097;407;2568;70;126;1141;197;2238;826;12;90;247;2061;1103;79;640;79;0;63;20;1714;1314;62;50;863;17;0;427;4;3279;49;302;17;0;96;37;114;464;9;11;21;53;0;0;473;77;18;112;0;0;0;124;12;0;0;544;159;0;110;0;21;41;191;32;0;0;0;0;78;29;0;10;9;737;283;0;547;39;41;14;13;14;0;0;0;0;13;0;8;16;0;6;0;0;0;0;16;109;0;0;14;0;0;0;0;0;0;0;0;0;0;2;0;0;87;0;0;0;0;0;9;0;0;0;0;0;10;12;0;0;0;0;6;0;0;0;0;0;53;9;0;0;4;121;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;31;0;0;0;0;0;20;0;0;0;0;0;13;0;0;0;0;0;0;0;2;0;16;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;35;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;9;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;1310;6699;7018;2633;4248;3742;118;902;42;6712;832;2949;0;103;230;5;197;0;194;118;94;25;471;1282;33;35;170;100;1460;175;101;9;4;348;0;0;29;313;164;11;333;17;69;0;109;54;0;0;0;0;0;0;0;23;0;0;0;0;0;75;0;0;0;0;29;48;0;13;0;30;0;40;0;0;0;0;0;0;3;0;0;0;0;12;0;0;0;0;0;0;31;0;20;0;7;13;0;0;22;17;0;0;0;0;0;16;0;0;0;0;0;0;0;4;0;6;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2735;33;13176;2029;347;1258;2083;408;0;247;3107;0;25;742;252;23;5;357;1397;290;347;0;128;31;2778;93;9;224;605;16;35;30;1163;142;135;0;0;19;0;21;0;91;63;117;0;41;19;45;98;16;1644;0;0;5;15;501;0;0;0;1519;43;0;0;12;0;0;0;0;82;354;0;645;62;11;0;0;0;13;37;5;0;93;34;0;0;240;185;0;0;0;0;0;0;0;27;0;0;0;58;0;24;0;17;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;190;62;0;0;0;26;0;0;0;0;0;0;0;0;0;93;31;0;5;14;0;0;0;0;0;0;0;37;0;0;0;0;0;0;16;0;0;0;0;0;0;0;4;0;0;0;0;100;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
213;13;4033;256;358;562;397;13718;30;1126;0;246;0;7918;1187;431;187;2160;0;124;0;333;2230;73;1685;368;1557;107;245;68;382;15;150;0;35;104;0;35;5;9;51;0;0;95;4;0;0;162;88;21;0;0;0;10;34;0;9;0;0;0;42;0;0;0;4;0;307;257;398;0;10;10;73;0;0;0;16;0;0;73;496;0;0;8;6;28;0;0;27;0;0;306;0;0;0;22;0;0;0;0;0;0;0;0;0;9;0;0;11;6;11;6;0;0;0;0;18;0;33;150;0;0;0;0;21;0;0;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;120;0;42;0;0;0;10;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
4999;146;4575;435;419;1105;2726;2694;345;271;68;197;673;2154;945;281;92;790;1153;2091;680;271;1903;1586;876;178;786;79;1851;37;332;535;439;169;35;0;287;69;88;140;126;42;59;210;44;54;0;168;0;0;393;25;31;7;23;122;4;105;11;54;37;6;44;1993;20;16;97;46;178;0;22;459;0;10;0;25;58;3;25;81;78;0;0;0;0;122;0;0;32;0;0;10;0;19;0;0;0;29;0;0;0;0;16;38;32;17;19;0;12;14;3;0;0;4;0;0;60;30;15;0;0;0;7;0;7;0;0;18;0;0;0;103;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;67;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;45;8;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;3;0;0;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
84;6497;3952;0;166;1075;2294;5202;132;346;6796;579;60;1669;137;505;146;1810;887;0;1218;71;1199;1362;2458;33;1856;203;121;35;168;39;194;0;176;0;0;10;0;357;0;40;0;60;0;0;0;0;0;0;0;0;0;0;6;8;0;0;0;0;0;122;0;0;3;13;233;0;58;0;59;18;30;0;0;4;0;0;0;36;0;0;0;0;11;65;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;357;0;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;33;0;0;0;4;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;14;4;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;4;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;31;0;0;22;6;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;6070;3589;264;70;623;6383;6749;1033;2286;49;593;317;1328;0;436;22;751;0;0;686;972;2688;800;2677;0;2292;0;0;24;0;0;9;0;459;0;0;193;84;379;109;144;0;0;20;0;10;0;0;0;0;0;0;0;0;10;0;0;76;0;0;29;0;0;77;79;41;0;0;0;147;6;110;0;0;8;32;4;0;19;0;0;4;0;31;0;0;0;0;0;0;91;0;14;0;0;0;3;0;259;0;0;12;0;0;0;0;0;0;15;0;0;0;0;0;27;0;0;0;0;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;3;0;10;0;23;0;0;12;0;0;0;0;0;0;0;0;0;0;0;35;0;0;0;0;0;0;4;0;0;0;0;0;0;0;85;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;11;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
476;415;2871;895;195;732;3926;2400;138;205;100;470;428;548;97;528;131;138;117;422;1521;107;830;4376;1171;36;82;279;131;46;52;20;789;1018;208;36;0;83;465;965;277;9;207;247;24;167;13;300;35;0;38;12;0;0;0;178;117;67;28;63;47;0;0;27;0;42;168;222;211;0;31;32;29;66;728;602;1627;1336;0;33;15;0;0;0;0;0;89;0;0;0;0;17;0;13;0;0;0;0;0;0;0;0;0;0;0;0;2849;0;0;38;107;0;0;0;0;0;35;0;37;13;17;0;109;0;0;0;0;0;83;0;0;0;0;0;0;0;64;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;31;0;0;0;0;6;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
610;0;872;970;0;157;52;289;625;602;9712;3124;2445;118;0;6197;1495;150;0;281;0;0;99;0;0;11;19;0;0;0;88;0;3671;0;156;0;121;0;0;0;13;0;0;16;87;0;0;0;0;0;73;0;0;0;18;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;135;230;0;0;0;0;0;0;23;0;0;0;125;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
518;22;2770;664;99;184;2590;375;55;121;213;631;80;68;211;211;111;183;659;961;153;19;314;7180;734;207;0;65;101;23;27;0;327;185;31;20;0;0;8100;605;175;0;177;301;11;49;0;165;78;0;58;46;7;0;145;3865;0;0;12;38;17;13;0;33;26;0;85;132;304;0;0;99;9;33;354;0;568;799;0;213;27;10;0;0;0;0;0;0;0;0;0;0;11;0;0;15;0;0;242;0;0;0;0;0;0;0;24;0;0;0;10;0;0;0;0;0;21;78;0;240;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;43;6;9;0;0;13;0;0;14;0;0;0;22;0;23;0;0;0;0;9;8;0;0;0;0;0;0;0;0;0;41;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;15;0;0;0;23;0;0;0;0;0;0;0;0;4;0;0;8;0;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;0;25;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;11;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
33;8126;6486;4785;1504;1602;1220;189;1445;390;454;3265;630;54;488;3481;835;191;0;652;327;43;141;1140;779;133;180;24;82;157;244;30;0;0;137;1525;0;187;342;42;0;38;0;104;18;0;159;0;0;0;0;0;0;0;101;0;0;0;251;0;26;0;0;0;0;225;0;203;246;0;86;14;13;27;0;0;0;0;0;4;17;0;33;0;0;0;0;0;0;0;14;0;0;99;0;0;0;0;0;0;172;0;0;0;0;0;0;0;0;0;0;12;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;34;0;7;0;0;0;0;0;0;0;79;6;0;0;0;0;0;0;0;0;18;0;0;0;0;0;8;0;0;0;0;153;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
95;0;4938;2944;0;2843;433;140;747;511;984;1118;220;653;0;793;1115;89;338;643;0;0;81;7;3459;0;17;328;0;670;184;21;3676;166;167;11;368;104;0;52;0;192;14;263;73;16;143;1169;0;0;47;0;0;0;21;66;613;0;176;0;35;10;61;0;338;110;0;35;12;0;0;0;0;0;0;0;1461;3;7;0;0;321;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;0;0;283;0;0;0;0;0;14;0;6;6;0;0;0;0;0;0;0;0;0;24;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;68;20;0;0;0;12;0;0;0;0;0;0;0;0;287;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;268;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2667;36;1141;542;1568;696;436;475;99;1676;243;157;45;3439;241;368;100;489;5968;129;604;259;315;232;647;111;0;2338;131;61;583;153;1508;32;93;30;0;0;16;150;145;19;151;369;12;329;0;265;86;0;1134;0;0;40;12;119;0;56;0;55;10;0;133;284;0;0;66;121;192;0;5;517;22;31;0;78;290;301;0;363;35;16;0;22;42;0;15;0;0;0;0;0;16;0;31;8;0;0;0;0;43;2;82;0;0;19;8;0;16;0;54;0;0;0;0;0;15;26;0;0;9;0;15;0;0;0;0;23;0;0;0;0;0;0;0;0;0;37;0;0;0;29;0;0;0;0;0;0;0;26;19;0;0;52;0;33;0;0;0;0;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;9;21;0;0;0;0;0;0;0;0;3;17;0;0;0;2;0;0;0;0;7;0;8;0;0;0;0;15;14;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;10;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
